CountryName,Region,PublishYear,ai_mentions_in_legislative_proceedings,ai_talent_concentration,compute_capacity_rmax_gflops,internet_speed_median_download_mbps,num_ai_related_bills_passed_3y_moving_average,number_of_newly_funded_companies,number_of_notable_ml_models,number_of_supercomputers,number_of_total_citations,number_of_total_patent_grants,number_of_total_publications,pc_ai_job_postings_perc_of_all_job_postings,pc_ai_mentions_in_legislative_proceedings,pc_ai_social_media_conversations_net_sentiment,pc_ai_talent_concentration,pc_compute_capacity_rmax_gflops,pc_internet_speed_median_download_mbps,pc_num_ai_related_bills_passed_3y_moving_average,pc_number_of_notable_ml_models,pc_number_of_total_citations,pc_number_of_total_patent_grants,pc_number_of_total_publications,pc_private_investment,pc_total_number_of_ra_submissions,private_investment,relative_ai_skills_penetration,norm_ai_mentions_in_legislative_proceedings_calc,norm_ai_talent_concentration_calc,norm_compute_capacity_rmax_gflops_calc,norm_internet_speed_median_download_mbps_calc,norm_num_ai_related_bills_passed_3y_moving_average_calc,norm_number_of_newly_funded_companies_calc,norm_number_of_notable_ml_models_calc,norm_number_of_supercomputers_calc,norm_number_of_total_citations_calc,norm_number_of_total_patent_grants_calc,norm_number_of_total_publications_calc,norm_pc_ai_job_postings_perc_of_all_job_postings_calc,norm_pc_ai_mentions_in_legislative_proceedings_calc,norm_pc_ai_social_media_conversations_net_sentiment_calc,norm_pc_ai_talent_concentration_calc,norm_pc_compute_capacity_rmax_gflops_calc,norm_pc_internet_speed_median_download_mbps_calc,norm_pc_num_ai_related_bills_passed_3y_moving_average_calc,norm_pc_number_of_notable_ml_models_calc,norm_pc_number_of_total_citations_calc,norm_pc_number_of_total_patent_grants_calc,norm_pc_number_of_total_publications_calc,norm_pc_private_investment_calc,norm_pc_total_number_of_ra_submissions_calc,norm_private_investment_calc,norm_relative_ai_skills_penetration_calc
Japan,East Asia & Pacific,2022,44.0,,624251300.0,137.721,1.0,35.0,1,31.0,30260,4856.0,4490,,3.52e-07,4e-07,,4.989021817,1.1e-06,7.99e-09,7.99e-09,0.0002418381831,3.88e-05,3.59e-05,6.501587928,2.08e-07,813511118.0,,20.56074766,30.26392962,29.31662723,70.7306809,20.0,5.112781955,1.515151515,18.63354037,5.727873914,7.844405283,8.560273113,1.900233986,2.182244462,0.3610985552,1.679620342,8.628906553,0.527933317,2.779709069,3.819181155,2.555039738,27.33055902,9.16866059,1.617588792,3.549482878,1.305263105,57.59430223
Japan,East Asia & Pacific,2023,44.0,,669834060.0,170.481,0.6666666667,43.0,2,32.0,16854,5765.0,4778,,3.53e-07,3.69e-07,,5.379473829,1.37e-06,5.35e-09,1.61e-08,0.0001353553922,4.63e-05,3.84e-05,5.911164981,1.93e-07,736038461.0,,21.15384615,32.22789116,17.9181597,77.11769314,15.38461538,4.545454545,2.469135802,19.375,5.220211353,6.715835343,7.899211099,1.774252323,0.9016959085,0.4127974015,1.735634327,7.657037868,0.559575389,1.070427128,2.376247675,2.912606814,24.19345019,8.254732177,2.751224577,1.90099814,1.017122714,45.76129041
Japan,East Asia & Pacific,2024,32.0,,940710340.0,197.9745,0.0,42.0,0,34.0,3991,3840.0,3537,,2.58e-07,3.91e-07,,7.587880822,1.6e-06,0.0,0.0,3.22e-05,3.1e-05,2.85e-05,7.477519273,2.9e-07,927028226.0,,10.1910828,32.57273246,14.48526409,71.81199977,0.0,3.914259087,0.0,19.18604651,4.971392412,4.335599575,7.20055244,1.720279743,0.9577443104,0.426360316,1.819773716,10.90290504,0.540704745,0.0,0.0,2.533347235,13.28293894,7.320752172,1.822910154,4.494833215,0.8498816977,27.93275182
Luxembourg,Europe & Central Asia,2017,0.0,0.00735,,,0.0,2.0,0,,2755,3.0,123,,0.0,,1.23e-08,,,0.0,0.0,0.004619878726,5.03e-06,0.0002062595584,28.79588688,,17172024.0,,0.0,71.41292442,1.495450594,,0.0,0.3921568627,0.0,1.492537313,0.1228580734,0.03947108743,0.2725232446,59.67626154,0.0,,100.0,7.60811818,,0.0,0.0,33.02705618,21.99912582,100.0,50.82282263,,0.1220865069,18.82334073
Luxembourg,Europe & Central Asia,2018,0.0,0.00822,,,0.0,0.0,0,,3206,6.0,158,,0.0,,1.35e-08,,,0.0,0.0,0.005273459988,9.87e-06,0.0002598897936,9.598927543,,5835668.0,,0.0,68.17752597,1.582784761,,0.0,0.0,0.0,1.327433628,0.0544813072,0.06491820306,0.3394320722,54.83667272,0.0,,100.0,9.242973308,,0.0,0.0,38.87128634,30.35773259,100.0,11.43442303,,0.007846016152,39.55449252
Luxembourg,Europe & Central Asia,2019,0.0,0.00904,,,0.0,2.0,0,,3324,7.0,145,,0.0,,1.46e-08,,,0.0,0.0,0.005361281675,1.13e-05,0.0002338705905,38.70961498,0.0,24000000.0,,0.0,64.31501231,1.423917627,,0.0,0.4048582996,0.0,0.8810572687,0.1228704831,0.05106817601,0.1385130782,30.26416163,0.0,,100.0,9.917661903,,0.0,0.0,34.89510412,21.74155509,89.09259206,32.38127283,0.0,0.06963877622,44.71300678
Luxembourg,Europe & Central Asia,2020,0.0,0.01017,,62.5275,0.0,2.0,0,,1996,18.0,167,,0.0,,1.61e-08,,9.92e-05,0.0,0.0,0.003166148228,2.86e-05,0.0002649031834,15.20652138,0.0,9586480.0,,0.0,63.56421356,2.401667423,61.59338972,0.0,0.3305785124,0.0,1.408450704,0.0,0.07722007722,0.1896136975,2.906108504,0.0,,100.0,20.25825243,100.0,0.0,0.0,23.30159052,34.11670472,89.11263276,8.111203147,0.0,0.01806274146,32.04750473
Luxembourg,Europe & Central Asia,2021,0.0,0.0113,12806560.0,98.43,0.0,,0,2.0,1865,27.0,167,,0.0,8.67e-05,1.77e-08,20.00824918,0.0001537814969,0.0,0.0,0.002913771123,4.22e-05,0.0002609114089,,0.0,,,0.0,62.05128205,1.100739355,60.05377237,0.0,1.445466491,0.0,0.5813953488,0.008167507122,0.06726341388,0.1396488176,7.627409783,0.0,100.0,100.0,100.0,100.0,0.0,0.0,22.04293427,34.44710093,71.83269728,6.032816998,0.0,0.3694292046,34.02364194
Luxembourg,Europe & Central Asia,2022,0.0,0.01242,12806560.0,132.853,0.0,4.0,0,2.0,2018,72.0,188,2.53e-08,0.0,9.95e-05,1.9e-08,19.60879065,0.0002034181438,0.0,0.0,0.003089864845,0.0001102429479,0.0002878565862,38.3674474,3.06e-06,25057895.0,,0.0,62.228739,0.4759059466,67.8041097,0.0,0.4511278195,0.0,0.6211180124,0.2299092238,0.109938079,0.1196829383,100.0,0.0,100.0,100.0,33.95395589,100.0,0.0,0.0,40.06951303,77.69736573,84.98281986,9.675373616,52.30992615,0.01630892531,57.59430223
Luxembourg,Europe & Central Asia,2023,0.0,0.01347,12806560.0,159.487,0.3333333333,3.0,0,2.0,854,103.0,203,2.33e-08,0.0,8.1e-05,2.02e-08,19.21666191,0.000239315457,5e-07,0.0,0.001281454916,0.000154554867,0.0003046081359,39.08979338,1.5e-06,26050611.0,0.18568,0.0,64.96598639,0.2709964385,71.2986683,7.692307692,0.3171247357,0.0,0.625,0.0,0.1188437205,0.1207154516,100.0,0.0,100.0,100.0,27.40227284,100.0,100.0,0.0,33.93578639,80.771706,75.99078366,18.19350341,14.79937378,0.03599902662,0.0
Luxembourg,Europe & Central Asia,2024,0.0,0.01445,10520000.0,195.833,0.3333333333,3.0,0,1.0,265,158.0,184,2.94e-08,0.0,8.19e-05,2.13e-08,15.52270343,0.0002889598461,4.92e-07,0.0,0.00039101867,0.0002331356599,0.0002714997558,127.0025424,4.43e-06,86071782.0,0.24133,0.0,69.42384484,0.1195967354,70.90776276,7.142857143,0.2795899348,0.0,0.0,0.05932449179,0.1773089693,0.1841466477,100.0,0.0,100.0,100.0,22.33486542,100.0,100.0,0.0,39.29230025,100.0,83.70123128,30.96136775,68.52031839,0.07890895893,0.0
Malaysia,East Asia & Pacific,2017,0.0,,,,0.0,1.0,0,,20509,7.0,1006,,0.0,,,,,0.0,0.0,0.0006338615915,2.16e-07,3.11e-05,0.1545325446,,5000000.0,,0.0,34.22782037,1.495450594,,0.0,0.1960784314,0.0,1.492537313,1.97606303,0.1184132623,4.990915892,59.67626154,0.0,,1.482766777,7.60811818,,0.0,0.0,3.98780655,0.8413362645,13.14534882,0.2727396499,,0.03554808301,18.82334073
Malaysia,East Asia & Pacific,2018,7.0,,,,0.0,3.0,0,,23969,8.0,1197,,2.13e-07,,,,,0.0,0.0,0.00072829826,2.43e-07,3.64e-05,0.6867011838,,22600000.0,,6.422018349,32.24740321,1.582784761,,0.0,0.5813953488,0.0,1.327433628,2.335117157,0.09088548429,4.640284792,54.83667272,3.527407391,,1.582071563,9.242973308,,0.0,0.0,4.870365795,0.6964377756,12.22574458,0.7855009265,,0.087497081,39.55449252
Malaysia,East Asia & Pacific,2019,11.0,,,,0.0,2.0,0,,22910,8.0,1295,,3.29e-07,,,,,0.0,0.0,0.0006850954451,2.39e-07,3.87e-05,1.517616492,2.99e-08,50750000.0,,13.25301205,31.46021329,1.423917627,,0.0,0.4048582996,0.0,0.8810572687,2.361513536,0.05957953868,3.842932612,30.26416163,1.972244494,,1.64039553,9.917661903,,0.0,0.0,3.879240543,0.4290026418,12.78848633,1.21595306,1.550529401,0.153045252,44.71300678
Malaysia,East Asia & Pacific,2020,17.0,,,42.2485,0.0,0.0,0,,25630,23.0,1363,,5.02e-07,,,,1.25e-06,0.0,0.0,0.0007562801498,6.79e-07,4.02e-05,0.5311370541,2.95e-08,18000000.0,,11.48648649,31.13275613,2.401667423,38.9498367,0.0,0.0,0.0,1.408450704,2.846276501,0.09993186464,3.5743597,2.906108504,6.062976148,,1.680485025,20.25825243,1.242656709,0.0,0.0,4.941579684,0.7969395509,11.76091605,0.1638229708,0.7989266614,0.0370913043,32.04750473
Malaysia,East Asia & Pacific,2021,15.0,,,66.998,0.0,2.0,0,,24416,22.0,1730,,4.38e-07,1.37e-06,,,1.95e-06,0.0,0.0,0.0007122022003,6.42e-07,5.05e-05,3.771232608,2.92e-08,129286901.0,,5.576208178,30.57692308,2.249966904,38.30122216,0.0,0.0,0.0,2.034883721,3.183778768,0.05432814198,3.717863602,7.627409783,2.942233104,1.530838365,1.697585757,4.49862039,1.25590256,0.0,0.0,4.996705441,0.5109585899,12.52747496,0.9358805066,0.5681347279,0.1360932607,34.02364194
Malaysia,East Asia & Pacific,2022,9.0,,,92.673,0.0,3.0,0,,23322,23.0,1886,,2.59e-07,1.31e-06,,,2.67e-06,0.0,0.0,0.0006721910537,6.63e-07,5.44e-05,1.124134106,0.0,39002387.0,,4.205607477,30.26392962,1.815566498,43.64847479,0.0,0.3007518797,0.0,3.105590062,4.377230227,0.03071799266,3.451185057,1.900233986,1.609771456,1.277632191,1.679620342,2.959641386,1.300027085,0.0,0.0,8.223687959,0.4342192717,14.72732618,0.2578148353,0.0,0.03910521901,57.59430223
Malaysia,East Asia & Pacific,2023,37.0,,,122.179,0.0,2.0,0,,10932,19.0,2052,,1.05e-06,1.24e-06,,,3.48e-06,0.0,0.0,0.000311219816,5.41e-07,5.84e-05,2.633354645,0.0,92500000.0,,17.78846154,32.22789116,1.423321128,51.5518811,0.0,0.2114164905,0.0,3.125,3.288080626,0.02097242127,3.264417845,1.774252323,2.68784483,1.485671152,1.735634327,3.600512101,1.441006464,0.0,0.0,7.672990606,0.2786675293,13.3547071,1.22563827,0.0,0.1278246396,45.76129041
Malaysia,East Asia & Pacific,2024,44.0,,,168.848,0.0,1.0,0,,3046,10.0,1771,,1.24e-06,1.27e-06,,,4.75e-06,0.0,0.0,8.57e-05,2.81e-07,4.98e-05,1.808329808,2.81e-08,64300000.0,,14.01273885,32.57273246,1.005941516,59.51348966,0.0,0.09319664492,0.0,2.906976744,3.725578084,0.01016420843,3.505064033,1.720279743,4.591497622,1.494581515,1.819773716,5.90317702,1.631534332,0.0,0.0,8.011105157,0.1173567888,14.00928854,0.4408444364,0.4353245558,0.05894900676,27.93275182
Mexico,Latin America & Caribbean,2017,1.0,0.00136,550748.0,,0.0,1.0,0,1.0,10672,6.0,580,,8.1e-09,,1.1e-11,0.00446310977,,0.0,0.0,8.65e-05,4.86e-08,4.7e-06,0.0567260678,,7000000.0,,1.111111111,5.805038335,0.0005467145236,,0.0,0.1960784314,0.0,0.0,0.9492534571,0.09867771857,2.71454526,59.67626154,0.2301193045,,0.07194700863,0.09377833132,,0.0,0.0,0.0,0.1042411508,0.05931344008,0.1001177319,,0.04976731621,18.82334073
Mexico,Latin America & Caribbean,2018,2.0,0.00157,,,0.0,3.0,0,,9622,14.0,694,,1.61e-08,,1.26e-11,,,0.0,0.0,7.72e-05,1.12e-07,5.57e-06,0.3081457371,,38386858.0,0.91606,1.834862385,5.382436261,1.582784761,,0.0,0.5813953488,0.0,1.327433628,0.7592233778,0.168787328,2.558158788,54.83667272,0.2662574799,,0.07364183247,9.242973308,,0.0,0.0,0.0,0.2937185826,0.1308660362,0.3331776457,,0.1625039498,17.32019038
Mexico,Latin America & Caribbean,2019,10.0,0.00182,,,0.0,3.0,0,,13158,23.0,757,,7.95e-08,,1.45e-11,,,0.0,0.0,0.0001046253817,1.83e-07,6.02e-06,1.055954605,0.0,132800000.0,0.83476,12.04819277,5.086136177,1.423917627,,0.0,0.6072874494,0.0,0.8810572687,1.246878232,0.1872499787,2.109908517,30.26416163,0.476748406,,0.07739628962,9.917661903,,0.0,0.0,0.02914146554,0.3203356174,0.0,0.829099949,0.0,0.4088770779,23.58543352
Mexico,Latin America & Caribbean,2020,10.0,0.002,,11.612,0.0,,0,,13652,14.0,768,,7.89e-08,,1.58e-11,,9.16e-08,0.0,0.0,0.0001076664184,1.1e-07,6.06e-06,,0.0,,1.04919,6.756756757,4.617604618,2.401667423,4.741088128,0.0,1.32231405,0.0,1.408450704,1.40374879,0.05905064729,1.890476864,2.906108504,0.9532061364,,0.07432388037,20.25825243,0.07791161632,0.0,0.0,0.0,0.1176473663,0.0,4.272513497,0.0,0.2475771035,39.67335952
Mexico,Latin America & Caribbean,2021,7.0,0.00227,,15.625,0.0,4.0,0,,8535,,767,,5.48e-08,3.53e-07,1.78e-11,,1.22e-07,0.0,0.0,6.69e-05,,6.01e-06,1.606823164,0.0,205108001.0,0.81771,2.602230483,4.166666667,2.249966904,2.748480948,0.0,0.2628120894,0.0,2.034883721,0.9474308261,0.06726341388,1.513243744,7.627409783,0.3687572313,0.3557104245,0.07579542763,4.49862039,0.06449300872,0.0,0.0,0.0,1.550047285,0.0,0.3851335837,0.0,0.2234000368,12.53985442
Mexico,Latin America & Caribbean,2022,10.0,0.00251,,24.096,0.0,4.0,0,,6156,,696,6.76e-11,7.78e-08,3.11e-07,1.95e-11,,1.87e-07,0.0,0.0,4.79e-05,,5.41e-06,1.677900396,0.0,215800000.0,0.91442,4.672897196,4.105571848,1.815566498,2.420974161,0.0,0.4511278195,0.0,3.105590062,1.035467537,0.08083682279,1.116386752,0.06761700604,0.4825135482,0.272049358,0.07755772285,2.959641386,0.07888997845,0.0,0.0,0.0,1.292472851,0.0,0.3978433701,0.0,0.3281319051,55.35389565
Mexico,Latin America & Caribbean,2023,42.0,0.00272,,36.94,0.0,4.0,0,,4135,1.0,769,7.32e-11,3.24e-07,2.66e-07,2.1e-11,,2.85e-07,0.0,0.0,3.19e-05,7.71e-09,5.93e-06,1.108372646,2.31e-08,143800000.0,0.78442,20.19230769,4.024943311,1.423321128,6.435648805,0.0,0.422832981,0.0,3.125,1.070469591,0.0,1.083038629,0.1376297707,0.8260589748,0.28499537,0.07711679248,3.600512101,0.1063848279,0.0,0.0,0.1114543148,0.0,0.0,0.5158682044,0.2280583857,0.1987154938,41.84476469
Mexico,Latin America & Caribbean,2024,36.0,0.00284,,46.458,0.0,3.0,0,,1031,1.0,686,5.58e-11,2.75e-07,4.01e-07,2.17e-11,,3.55e-07,0.0,0.0,7.88e-06,7.64e-09,5.24e-06,0.7786887961,0.0,101900000.0,0.86779,11.46496815,3.194523674,1.005941516,7.834961439,0.0,0.2795899348,0.0,2.906976744,1.069159174,0.0,1.23461957,0.0107622976,1.020768505,0.438556099,0.07371681563,5.90317702,0.1108814362,0.0,0.0,0.04264395564,0.0,0.0,0.1898329729,0.0,0.09341996561,36.06874514
Netherlands,Europe & Central Asia,2017,3.0,0.00641,4592320.0,,0.0,8.0,0,6.0,50919,15.0,905,,1.75e-07,,3.74e-10,0.2680661171,,0.0,0.0,0.002972279505,8.76e-07,5.28e-05,6.092927412,,104379743.0,0.96231,3.333333333,61.11719606,1.355289885,,0.0,1.568627451,0.0,2.487562189,5.150331518,0.276297612,4.451212996,59.67626154,4.972782321,,3.018832188,10.3612554,,0.0,0.0,21.02383506,3.738527392,23.92254582,10.75361111,,0.7420999537,18.18181818
Netherlands,Europe & Central Asia,2018,13.0,0.00715,9334060.0,,0.0,7.0,0,6.0,39535,9.0,1119,,7.54e-07,,4.15e-10,0.541681968,,0.0,0.0,0.002294328149,5.22e-07,6.49e-05,2.249059056,,38754940.0,0.89081,11.9266055,58.07365439,1.582784761,,0.0,1.356589147,0.0,2.212389381,4.044907536,0.1038691249,4.317410382,54.83667272,12.51167245,,3.049864767,13.29013046,,0.0,0.0,16.5853412,1.556791048,23.44414568,2.652310252,,0.1642527891,11.2198304
Netherlands,Europe & Central Asia,2019,22.0,0.00792,24736650.0,,0.0,10.0,0,15.0,43306,18.0,1369,6e-10,1.27e-06,,4.57e-10,1.426164872,,0.0,0.0,0.002496760714,1.04e-06,7.89e-05,8.49407802,2.88e-07,147328713.0,1.1303,26.5060241,55.1271534,3.785167367,,0.0,2.024291498,0.0,6.167400881,4.692738069,0.1446931654,4.081303956,67.52328579,7.604901751,,3.110491407,30.67244748,,0.0,0.0,15.89552049,1.969027965,28.50827379,7.061932389,14.94695991,0.4541775919,58.03627632
Netherlands,Europe & Central Asia,2020,17.0,0.00859,24736650.0,79.6905,0.0,7.0,0,15.0,31764,15.0,1481,7.34e-10,9.75e-07,,4.93e-10,1.418263911,4.57e-06,0.0,0.0,0.001821173638,8.6e-07,8.49e-05,4.970350887,2.87e-07,86690375.0,1.05268,11.48648649,52.16450216,3.304998763,80.75761382,0.0,1.157024793,0.0,6.572769953,3.585002914,0.06359300477,3.908306212,7.229929304,11.78061416,,3.030179584,30.045755,4.592836523,0.0,0.0,13.05466112,1.013713092,27.14749282,2.567856776,7.761738219,0.1924459141,40.09651292
Netherlands,Europe & Central Asia,2021,10.0,0.00941,35872660.0,104.807,0.0,22.0,0,11.0,33469,40.0,1834,7.7e-10,5.7e-07,2.45e-06,5.37e-10,2.046002964,5.98e-06,0.0,0.0,0.001908909828,2.28e-06,0.0001046024866,18.93146712,5.13e-07,331926246.0,1.11018,3.717472119,49.93589744,3.443670957,64.46698224,0.0,2.628120894,0.0,5.813953488,4.458613974,0.1008951208,3.955953389,10.15118821,3.835303184,2.778788213,3.015825363,10.19103187,3.872599095,0.0,0.0,14.2625303,1.850444804,27.78415914,4.793492812,9.997875603,0.3694292046,56.52559706
Netherlands,Europe & Central Asia,2022,16.0,0.01008,33959120.0,128.699,0.0,13.0,0,8.0,21267,58.0,1652,6.33e-10,9.04e-07,2.4e-06,5.69e-10,1.918487912,7.27e-06,0.0,0.0,0.001201458767,3.28e-06,9.33e-05,13.03117228,1.47e-06,230664546.0,1.08536,7.476635514,48.50439883,1.47363321,65.30678498,0.0,1.804511278,0.0,4.347826087,3.977176497,0.08730376861,2.992073458,2.308838893,5.609412759,2.372865105,2.970152114,3.309983694,3.561524603,0.0,0.0,15.19525172,2.277128751,26.45257806,3.268697112,25.09064221,0.3524322924,75.27975941
Netherlands,Europe & Central Asia,2023,14.0,0.01056,86851320.0,162.6885,0.0,13.0,2,10.0,12843,72.0,1796,5.65e-10,7.83e-07,2.27e-06,5.91e-10,4.858239726,9.1e-06,0.0,1.12e-07,0.0007184044273,4.03e-06,0.0001004636262,17.68156991,1.96e-06,316095494.0,0.87124,6.730769231,48.46938776,2.259771593,72.99319332,0.0,1.374207188,2.469135802,5.625,3.91156962,0.08272455055,2.829162133,2.255667547,1.998321696,2.753767134,2.896635076,6.913253091,3.790544726,0.0,16.55090136,18.69486179,2.100880272,24.0520691,8.22950634,19.30938492,0.4368085687,47.91244426
Netherlands,Europe & Central Asia,2024,23.0,0.01069,98363520.0,205.743,0.0,24.0,0,10.0,3170,53.0,1436,6.95e-10,1.28e-06,2.42e-06,5.94e-10,5.466390156,1.14e-05,0.0,0.0,0.0001761675141,2.95e-06,7.98e-05,60.6119606,1.72e-06,1090665984.0,0.73917,7.324840764,47.97490017,1.476233902,75.09220769,0.0,2.236719478,0.0,5.23255814,3.889050017,0.05872653762,2.804051226,2.190455618,4.742741111,2.901894833,2.758965252,7.84640354,3.945372087,0.0,0.0,17.28250689,1.260142726,23.43917721,14.77631209,26.66703647,0.9999016557,28.66338486
New Zealand,East Asia & Pacific,2017,3.0,0.00345,549117.0,,0.0,2.0,0,1.0,7678,3.0,286,3.32e-10,6.23e-07,,7.17e-10,0.1140761592,,0.0,0.0,0.001595063985,6.23e-07,5.94e-05,,,,,3.333333333,28.6966046,0.0,,0.0,0.3921568627,0.0,0.0,0.6367325807,0.03947108743,1.143528909,100.0,17.69781575,,5.798570841,4.363264793,,0.0,0.0,10.99043482,2.6294942,27.18897255,6.89262039,,0.6441312641,18.82334073
New Zealand,East Asia & Pacific,2018,10.0,0.0039,908892.0,,0.0,1.0,0,1.0,10893,1.0,328,4.08e-10,2.04e-06,,7.96e-10,0.1854654532,,0.0,0.0,0.002222789046,2.04e-07,6.69e-05,1.224339877,,6000000.0,1.05879,9.174311927,27.38432483,0.0,,0.0,0.1937984496,0.0,0.0,0.8988317275,0.0,1.04313271,100.0,33.84145039,,5.867444942,4.461566572,,0.0,0.0,16.05017974,0.5761939792,24.22632556,1.427907474,,0.008626793984,51.80353217
New Zealand,East Asia & Pacific,2019,21.0,0.00444,,,0.0,2.0,0,,9227,1.0,384,3.82e-10,4.22e-06,,8.92e-10,,,0.0,0.0,0.001853108933,2.01e-07,7.71e-05,3.537896851,0.0,17615896.0,1.38752,25.30120482,26.57916325,1.423917627,,0.0,0.4048582996,0.0,0.8810572687,0.7975723079,0.0,0.9083880943,40.93056291,25.28726151,,6.095176529,9.917661903,,0.0,0.0,11.62635437,0.3549565115,27.80156052,2.908862449,0.0,0.04973314571,88.02018977
New Zealand,East Asia & Pacific,2020,5.0,0.00489,,38.139,0.0,3.0,0,,10198,5.0,439,4.91e-10,9.82e-07,,9.61e-10,,7.49e-06,0.0,0.0,0.002003457624,9.82e-07,8.62e-05,10.65391655,0.0,54230566.0,1.13805,3.378378378,25.46897547,2.401667423,34.36116461,0.0,0.4958677686,0.0,1.408450704,0.9877786181,0.01816942993,0.9593887081,4.695857487,11.8723858,,5.932933034,20.25825243,7.540930388,0.0,0.0,14.44342427,1.159862634,27.60596679,5.64576302,0.0,0.1190327036,50.44740288
New Zealand,East Asia & Pacific,2021,11.0,0.00541,,58.499,0.0,6.0,0,,7344,2.0,383,7.24e-10,2.15e-06,9.59e-06,1.06e-09,,1.14e-05,0.0,0.0,0.001436816465,3.91e-07,7.49e-05,10.05190852,1.96e-07,51378320.0,0.73433,4.089219331,24.29487179,2.249966904,32.41947985,0.0,0.5256241787,0.0,2.034883721,0.779715292,0.00258705438,0.6341429912,9.505971875,14.47165954,11.01051061,5.971836299,4.49862039,7.4284078,0.0,0.0,10.60722276,0.3063699973,19.42288998,2.53403604,3.810580758,0.04638278376,0.0
New Zealand,East Asia & Pacific,2022,0.0,0.00586,,100.68,0.0,3.0,0,,6046,5.0,420,8.79e-10,0.0,9.18e-06,1.15e-09,,1.97e-05,0.0,0.0,0.0011815286,9.77e-07,8.21e-05,17.5621733,3.91e-07,89867397.0,0.87943,0.0,23.75366569,1.815566498,48.46216739,0.0,0.3007518797,0.0,3.105590062,1.014053469,0.001616736456,0.574870507,3.287171717,0.0,9.19190904,5.998322619,2.959641386,9.660351523,0.0,0.0,14.93272971,0.6557606815,23.06752235,4.414432136,6.67639282,0.1222587471,51.27523663
New Zealand,East Asia & Pacific,2023,11.0,0.00616,,128.976,0.0,4.0,0,,4751,4.0,422,8.39e-10,2.1e-06,7.05e-06,1.17e-09,,2.46e-05,0.0,0.0,0.000905815062,7.63e-07,8.05e-05,19.22799276,3.81e-07,100850822.0,0.49394,5.288461538,23.5260771,1.423321128,55.14947177,0.0,0.422832981,0.0,3.125,1.271447728,0.003495403544,0.4930631121,3.435519761,5.35158026,8.666415767,5.785527855,3.600512101,10.26394695,0.0,0.0,23.76778404,0.3945491224,18.96210418,8.949255586,3.760818557,0.1393645403,21.54368701
New Zealand,East Asia & Pacific,2024,12.0,0.00637,,145.678,0.0,2.0,0,,1278,2.0,392,1.03e-09,2.25e-06,7.12e-06,1.19e-09,,2.73e-05,0.0,0.0,0.0002393930879,3.75e-07,7.34e-05,1.939796759,0.0,10355605.0,0.42372,3.821656051,23.33143183,1.005941516,49.73008008,0.0,0.1863932898,0.0,2.906976744,1.394784718,0.001129356493,0.6194023604,3.335380713,8.340594704,8.644891785,5.56977105,5.90317702,9.432730952,0.0,0.0,23.75946444,0.1574222513,21.43528908,0.4728941619,0.0,0.009493820049,10.50119469
Norway,Europe & Central Asia,2017,5.0,0.00294,953571.0,,0.0,1.0,0,1.0,11357,1.0,320,,9.48e-07,,5.57e-10,0.1807043363,,0.0,0.0,0.002152182844,1.9e-07,6.06e-05,4.513235062,,23816197.0,,5.555555556,23.11062432,0.135573805,,0.0,0.1960784314,0.0,0.0,1.020755394,0.0,1.325211072,59.67626154,26.90629855,,4.503596083,6.958467658,,0.0,0.0,15.04920152,0.7233698985,27.7968158,7.965559317,,0.1693240296,18.82334073
Norway,Europe & Central Asia,2018,2.0,0.00342,953571.0,,0.0,7.0,0,1.0,10995,9.0,398,,3.77e-07,,6.44e-10,0.1795154517,,0.0,0.0,0.002069874599,1.69e-06,7.49e-05,4.529943433,,24062679.0,1.04853,1.834862385,22.85174693,0.008393570353,,0.0,1.356589147,0.0,0.0,0.9100355447,0.1038691249,1.332891796,54.83667272,6.2442031,,4.743142681,4.314100167,,0.0,0.0,14.90627502,5.168128576,27.36602294,5.377662941,,0.0944465938,49.32473243
Norway,Europe & Central Asia,2019,12.0,0.00403,3298220.0,,0.0,3.0,0,2.0,13472,1.0,510,,2.24e-06,,7.54e-10,0.6167322626,,0.0,0.0,0.002519121539,1.87e-07,9.54e-05,14.31585543,1.87e-07,76559706.0,1.49029,14.45783133,23.21575062,0.2671722418,,0.0,0.6072874494,0.0,0.4405286344,1.282767843,0.0,1.314263626,30.26416163,13.45365756,,5.147532775,13.20818281,,0.0,0.0,16.04383372,0.3282537072,34.9350981,11.94033533,9.695518999,0.233519892,100.0
Norway,Europe & Central Asia,2020,12.0,0.00457,8023010.0,71.4815,0.0,6.0,1,3.0,18189,10.0,595,,2.23e-06,,8.5e-10,1.491411337,1.33e-05,0.0,1.86e-07,0.003381184967,1.86e-06,0.0001106055888,8.508813592,1.86e-07,45772950.0,0.74626,8.108108108,23.16017316,0.7953611432,71.59143567,0.0,0.9917355372,2.5,0.9389671362,1.950146204,0.04088121735,1.400877317,2.906108504,26.961509,,5.243809245,31.60395438,13.38463737,0.0,100.0,24.93988637,2.207778708,35.99283961,4.484093362,5.033069478,0.09990441038,2.943886706
