CountryName,Region,PublishYear,ai_mentions_in_legislative_proceedings,ai_talent_concentration,compute_capacity_rmax_gflops,internet_speed_median_download_mbps,num_ai_related_bills_passed_3y_moving_average,number_of_newly_funded_companies,number_of_notable_ml_models,number_of_supercomputers,number_of_total_citations,number_of_total_patent_grants,number_of_total_publications,pc_ai_job_postings_perc_of_all_job_postings,pc_ai_mentions_in_legislative_proceedings,pc_ai_social_media_conversations_net_sentiment,pc_ai_talent_concentration,pc_compute_capacity_rmax_gflops,pc_internet_speed_median_download_mbps,pc_num_ai_related_bills_passed_3y_moving_average,pc_number_of_notable_ml_models,pc_number_of_total_citations,pc_number_of_total_patent_grants,pc_number_of_total_publications,pc_private_investment,pc_total_number_of_ra_submissions,private_investment,relative_ai_skills_penetration,norm_ai_mentions_in_legislative_proceedings_calc,norm_ai_talent_concentration_calc,norm_compute_capacity_rmax_gflops_calc,norm_internet_speed_median_download_mbps_calc,norm_num_ai_related_bills_passed_3y_moving_average_calc,norm_number_of_newly_funded_companies_calc,norm_number_of_notable_ml_models_calc,norm_number_of_supercomputers_calc,norm_number_of_total_citations_calc,norm_number_of_total_patent_grants_calc,norm_number_of_total_publications_calc,norm_pc_ai_job_postings_perc_of_all_job_postings_calc,norm_pc_ai_mentions_in_legislative_proceedings_calc,norm_pc_ai_social_media_conversations_net_sentiment_calc,norm_pc_ai_talent_concentration_calc,norm_pc_compute_capacity_rmax_gflops_calc,norm_pc_internet_speed_median_download_mbps_calc,norm_pc_num_ai_related_bills_passed_3y_moving_average_calc,norm_pc_number_of_notable_ml_models_calc,norm_pc_number_of_total_citations_calc,norm_pc_number_of_total_patent_grants_calc,norm_pc_number_of_total_publications_calc,norm_pc_private_investment_calc,norm_pc_total_number_of_ra_submissions_calc,norm_private_investment_calc,norm_relative_ai_skills_penetration_calc
Canada,North America,2017,21.0,0.00395,5088851.0,,0.5,36.0,6,5.0,140740,28.0,2340,2.16e-10,5.75e-07,,1.08e-10,0.1392486128,,1.37e-08,1.64e-07,0.003851134524,7.66e-07,6.4e-05,12.65877668,,462615943.0,0.96471,23.33333333,34.17305586,1.521728088,,100.0,7.058823529,16.66666667,1.990049751,14.5260622,0.5328596803,12.119269,61.25178562,16.31769647,,0.8596103867,5.343745224,,100.0,92.14242412,27.42653966,3.257687152,29.47752237,22.3418978,,3.289021989,18.82334073
Canada,North America,2018,35.0,0.00458,14027780.0,,0.3333333333,49.0,0,9.0,109978,44.0,2690,2.43e-10,9.44e-07,,1.24e-10,0.3783865289,,8.99e-09,0.0,0.002966555911,1.19e-06,7.26e-05,27.92393214,,1035213325.0,0.90971,32.11009174,33.80547686,2.464565218,,25.0,9.496124031,0.0,3.539823009,11.78246141,0.5582965464,10.82043215,54.83667272,15.65715995,,0.8943008112,9.242973308,,13.8698344,0.0,21.61406494,3.604528705,26.43707098,33.33036,,4.898647899,15.78604044
Canada,North America,2019,16.0,0.00535,16146590.0,,0.3333333333,36.0,1,9.0,119543,37.0,3259,2.76e-10,4.25e-07,,1.42e-10,0.4292194571,,8.86e-09,2.66e-08,0.003177771998,9.84e-07,8.66e-05,28.79373593,5.58e-07,1083177011.0,1.0108,19.27710843,34.04429861,2.375559051,,14.28571429,7.287449393,1.612903226,3.524229075,13.40648413,0.3064090561,10.16943693,28.10735732,2.550120145,,0.9537207943,9.162418865,,6.835908108,7.598460988,20.41248197,1.864477722,31.52090351,24.07218609,28.94488928,3.37215174,44.10626443
Canada,North America,2020,17.0,0.00609,26698060.0,42.9005,0.0,45.0,2,12.0,113941,49.0,3714,2.92e-10,4.47e-07,,1.6e-10,0.7020514382,1.13e-06,0.0,5.26e-08,0.002996189346,1.29e-06,9.77e-05,31.34021955,5.79e-07,1191825864.0,0.96869,11.48648649,34.12698413,3.5995144,39.67786059,0.0,7.438016529,5.0,5.164319249,13.48169683,0.2180331592,10.22781944,2.615766928,5.403074962,,0.9694529592,14.78887046,1.123122151,0.0,28.29170479,22.00672839,1.525915707,31.53719729,16.84832581,15.66335275,2.691892055,29.91294437
Canada,North America,2021,22.0,0.00693,29614100.0,65.97,0.0,64.0,1,11.0,87437,44.0,4291,3.53e-10,5.75e-07,1.23e-06,1.81e-10,0.7744300555,1.73e-06,0.0,2.62e-08,0.002286540559,1.15e-06,0.0001122127422,101.6288264,1.41e-06,3886272500.0,0.97057,8.178438662,34.03846154,2.807959761,37.58979363,0.0,8.14717477,1.818181818,5.813953488,12.05833853,0.1112433383,9.580824615,4.314220227,3.868684963,1.367126743,1.001803936,3.833327519,1.106880142,0.0,7.130734042,17.18643597,0.9266918261,29.92876246,25.83633028,27.50425988,4.462201701,35.52908621
Canada,North America,2022,211.0,0.00772,41208360.0,99.68,0.0,59.0,4,10.0,54928,36.0,3922,3.13e-10,5.42e-06,1.16e-06,1.98e-10,1.058363208,2.56e-06,0.0,1.03e-07,0.001410727684,9.25e-07,0.0001007295728,57.79874085,1.7e-06,2250447959.0,0.96305,98.59813084,34.6627566,1.815566498,47.86098186,0.0,8.721804511,6.060606061,5.590062112,10.53007606,0.05173556659,7.445848375,1.042060663,33.62998194,1.121160804,1.017791444,1.820035336,1.245484125,0.0,49.09346723,17.95176146,0.6187295416,28.67953659,14.58888243,28.95537064,3.654350777,61.02252063
Canada,North America,2023,43.0,0.00857,41208360.0,130.715,0.0,59.0,5,10.0,34802,70.0,4361,2.57e-10,1.07e-06,9.23e-07,2.14e-10,1.028063329,3.26e-06,0.0,1.25e-07,0.0008682379007,1.75e-06,0.0001087979278,46.63818534,1.65e-06,1869420956.0,1.03794,20.67307692,37.18820862,1.033843049,56.06990875,0.0,6.236786469,6.172839506,5.625,11.07598344,0.08039428152,7.190220348,0.9290338747,2.737397355,1.096363047,1.03144301,1.447711068,1.350232672,0.0,18.45413438,22.75062715,0.9086774609,26.17249308,21.70674007,16.23963825,2.583330378,59.56278043
Canada,North America,2024,52.0,0.00928,38930360.0,166.8125,0.0,51.0,1,9.0,8528,31.0,3342,3.41e-10,1.26e-06,9.2e-07,2.25e-10,0.942884015,4.04e-06,0.0,2.42e-08,0.0002065461218,7.51e-07,8.09e-05,69.92803236,1.33e-06,2887230487.0,1.12794,16.56050955,39.93154592,0.5583604633,58.65401059,0.0,4.753028891,2.127659574,4.651162791,10.95261951,0.03388069478,6.792500209,0.9855416499,4.673133801,1.072837843,1.026338442,1.329239198,1.386346877,0.0,4.873710214,20.39455382,0.3187823159,23.79727098,17.04743453,20.61954321,2.646957535,51.04701039
China,East Asia & Pacific,2017,1.0,,298876659.0,,0.5,92.0,9,202.0,640853,5068.0,18786,,7.16e-10,,,0.2140620599,,3.58e-10,6.45e-09,0.0004589930634,3.63e-06,1.35e-05,4.738805453,,6616391256.0,,1.111111111,34.22782037,100.0,,100.0,18.03921569,25.0,100.0,66.72905254,100.0,100.0,59.67626154,0.02033836859,,1.482766777,8.257768701,,2.617438933,3.617657524,2.713840416,15.84254199,4.400264663,8.363676035,,47.04000512,18.82334073
China,East Asia & Pacific,2018,1.0,,438228339.0,,0.3333333333,205.0,4,227.0,697422,7703.0,24234,,7.13e-10,,,0.3124043593,,2.38e-10,2.85e-09,0.0004971784197,5.49e-06,1.73e-05,9.955409055,,13965049606.0,,0.9174311927,32.24740321,82.15652868,,25.0,39.72868217,10.81081081,100.0,76.30810058,100.0,100.0,54.83667272,0.01182265047,,1.582071563,7.607653842,,0.3665567168,1.3966814,3.141431205,16.86795644,4.727311646,11.86037091,,66.3311719,39.55449252
China,East Asia & Pacific,2019,1.0,,531832674.0,,0.6666666667,217.0,6,228.0,877154,11750.0,31146,,7.1e-10,,,0.3777904905,,4.74e-10,4.26e-09,0.00062309154,8.35e-06,2.21e-05,9.983359782,3.91e-08,14054024816.0,,1.204819277,31.46021329,86.99841295,,28.57142857,43.92712551,9.677419355,100.0,100.0,100.0,100.0,30.26416163,0.004259102409,,1.64039553,8.052790868,,0.3653453928,1.218300189,3.467985609,16.06463148,6.297437513,8.30988744,2.025782013,43.81524348,44.71300678
China,East Asia & Pacific,2020,0.0,,566635422.0,86.826,0.3333333333,205.0,8,214.0,832344,22016.0,35435,,0.0,,,0.4015558231,6.15e-08,2.36e-10,5.67e-09,0.0005898547233,1.56e-05,2.51e-05,12.09668763,7.16e-08,17069635912.0,,0.0,31.13275613,84.67384148,88.72512073,11.11111111,33.88429752,20.0,100.0,100.0,100.0,100.0,2.906108504,0.0,,1.680485025,8.387659812,0.04761280221,0.1042457353,3.049805117,3.673637816,18.63601231,6.559962096,6.427088405,1.937922482,38.60217767,32.04750473
China,East Asia & Pacific,2021,0.0,,530072392.0,119.62,0.6666666667,281.0,15,173.0,711938,38655.0,43787,,0.0,4.43e-08,,0.3753096887,8.47e-08,4.72e-10,1.06e-08,0.0005040768643,2.74e-05,3.1e-05,18.33182404,1.05e-07,25891135000.0,,0.0,30.57692308,53.64184792,74.7183352,22.22222222,36.66228647,27.27272727,100.0,100.0,100.0,100.0,7.627409783,0.0,0.0,1.697585757,1.837775968,0.03996641025,0.1630341493,2.895985797,3.38524006,22.34508084,7.043422596,4.640910045,2.040980466,29.80044666,34.02364194
China,East Asia & Pacific,2022,1.0,,514491614.0,172.723,0.3333333333,178.0,12,162.0,514518,61857.0,51095,,7.08e-10,4.04e-08,,0.3643256778,1.22e-07,2.36e-10,8.5e-09,0.0003643443624,4.38e-05,3.62e-05,10.6703857,1.66e-07,15068451929.0,,0.4672897196,30.26392962,24.13946516,91.7733771,6.666666667,26.61654135,18.18181818,100.0,100.0,100.0,100.0,1.900233986,0.004394467501,0.0,1.679620342,0.6177909715,0.04691088663,0.08209819762,4.060757342,4.168702578,30.85136186,9.258220525,2.671735016,2.842595953,24.60907492,57.59430223
China,East Asia & Pacific,2023,1.0,,409254244.0,213.713,0.3333333333,118.0,22,105.0,307355,85828.0,58948,,7.09e-10,3.51e-08,,0.2901051556,1.51e-07,2.36e-10,1.56e-08,0.0002178725606,6.08e-05,4.18e-05,6.711543465,2.08e-07,9468041482.0,,0.4807692308,32.22789116,10.91922197,100.0,7.692307692,12.47357294,27.16049383,65.0,100.0,100.0,100.0,1.774252323,0.001808827306,0.0,1.735634327,0.3946678166,0.05070627015,0.04724075111,2.30714066,5.146221678,31.79321547,9.12324327,3.123743524,2.048461252,13.08377287,45.76129041
China,East Asia & Pacific,2024,1.0,,319062154.0,224.44,0.3333333333,98.0,26,63.0,76074,88547.0,47884,,7.1e-10,4.22e-08,,0.2264498334,1.59e-07,2.37e-10,1.85e-08,5.4e-05,6.28e-05,3.4e-05,6.593685416,1.9e-07,9290337909.0,,0.3184713376,32.57273246,4.884657991,82.98691675,7.142857143,9.133271202,55.31914894,36.04651163,100.0,100.0,100.0,1.720279743,0.002633490352,0.0,1.819773716,0.2970488665,0.04313905769,0.04810000177,3.713298911,4.766641697,26.95400354,9.035636885,1.607444349,2.944272509,8.517203611,27.93275182
Denmark,Europe & Central Asia,2017,5.0,0.00312,,,0.0,1.0,0,,8785,24.0,307,,8.67e-07,,5.41e-10,,,0.0,0.0,0.001523856111,4.16e-06,5.33e-05,1.633267765,,9415756.0,0.99993,5.555555556,25.08214677,1.495450594,,0.0,0.1960784314,0.0,1.492537313,0.7522838867,0.4539175054,1.255744363,59.67626154,24.62865031,,4.374250835,7.60811818,,0.0,0.0,10.47166553,18.18603885,24.13341377,2.882608835,,0.06694241518,28.2376841
Denmark,Europe & Central Asia,2018,2.0,0.0037,,,0.0,5.0,0,,11583,14.0,384,,3.45e-07,,6.39e-10,,,0.0,0.0,0.001999262639,2.42e-06,6.63e-05,11.29232454,,65423618.0,1.03337,1.834862385,25.49575071,1.582784761,,0.0,0.9689922481,0.0,1.327433628,0.9746222556,0.168787328,1.274939978,54.83667272,5.725020066,,4.704648545,9.242973308,,0.0,0.0,14.37804923,7.3932778,23.97069885,13.45780665,,0.2909616016,45.66210046
Denmark,Europe & Central Asia,2019,3.0,0.00436,,,0.0,5.0,0,,11146,22.0,439,,5.16e-07,,7.5e-10,,,0.0,0.0,0.001916957524,3.78e-06,7.55e-05,18.9149716,5.16e-07,109979627.0,0.90052,3.614457831,25.92288761,1.423917627,,0.0,1.012145749,0.0,0.8810572687,1.016910407,0.1787386161,1.085555985,30.26416163,3.093547452,,5.122097494,9.917661903,,0.0,0.0,12.0498446,7.264681509,27.1685486,15.79419992,26.75276783,0.3377231755,31.25101998
Denmark,Europe & Central Asia,2020,8.0,0.00499,,87.041,0.0,8.0,0,,14870,27.0,525,,1.37e-06,,8.56e-10,,1.49e-05,0.0,0.0,0.002549986247,4.63e-06,9e-05,10.78100643,0.0,62868404.0,1.54674,5.405405405,26.19047619,2.401667423,88.96518996,0.0,1.32231405,0.0,1.408450704,1.550434276,0.1181012946,1.202773454,2.906108504,16.58134286,,5.282166027,20.25825243,15.03678499,0.0,0.0,18.6072503,5.520400767,28.90923674,5.714587903,0.0,0.1385685986,100.0
Denmark,Europe & Central Asia,2021,5.0,0.00572,,129.708,0.0,5.0,0,,12738,30.0,625,,8.54e-07,1.06e-05,9.77e-10,,2.21e-05,0.0,0.0,0.00217493268,5.12e-06,0.0001067147845,33.57024232,6.83e-07,196611946.0,1.01893,1.858736059,26.28205128,2.249966904,81.69974671,0.0,0.394218134,0.0,2.034883721,1.539293454,0.07502457702,1.188159612,7.627409783,5.740789231,12.16379608,5.5084648,4.49862039,14.3885444,0.0,0.0,16.32228249,4.171236592,28.37941393,8.518416678,13.30231133,0.2136169663,42.80214161
Denmark,Europe & Central Asia,2022,8.0,0.00639,,155.182,0.0,7.0,0,,6712,27.0,586,,1.36e-06,9.66e-06,1.08e-09,,2.63e-05,0.0,0.0,0.001137041831,4.57e-06,9.93e-05,11.02136273,1.19e-06,65059512.0,1.03109,3.738317757,26.86217009,1.815566498,81.22798158,0.0,0.9022556391,0.0,3.105590062,1.143705919,0.03718493848,0.9005650604,1.900233986,8.410256812,9.665507002,5.668605632,2.959641386,12.91186576,0.0,0.0,14.34674583,3.191807903,28.24065756,2.76048509,20.25621624,0.08170310458,68.95369982
Denmark,Europe & Central Asia,2023,12.0,0.00713,,184.773,0.0,8.0,0,,4549,28.0,651,,2.02e-06,8.41e-06,1.2e-09,,3.11e-05,0.0,0.0,0.0007649296648,4.71e-06,0.0001094678417,23.94724339,2.19e-06,142413107.0,0.72455,5.769230769,29.02494331,1.423321128,84.68231956,0.0,0.8456659619,0.0,3.125,1.205542559,0.0314586319,0.8824129489,1.774252323,5.148985435,10.33732506,5.906683374,3.600512101,12.97198027,0.0,0.0,19.95422955,2.456689563,26.34293344,11.14572927,21.55990273,0.196798963,37.66056777
Denmark,Europe & Central Asia,2024,24.0,0.00783,66590000.0,208.975,0.0,15.0,0,1.0,1163,27.0,518,,4.02e-06,8.03e-06,1.31e-09,11.14105557,3.5e-05,0.0,0.0,0.0001945794808,4.52e-06,8.67e-05,22.28993631,1.17e-06,133226771.0,0.57252,7.643312102,31.66001141,0.9855302267,76.45690254,0.0,1.397949674,0.0,0.0,1.243177683,0.02936326881,0.8830668787,1.720279743,14.89922183,9.759964566,6.117747475,16.02208097,12.08914502,0.0,0.0,19.16866655,1.934422454,25.59643521,5.433961418,18.12849966,0.1221397484,19.06842848
Estonia,Europe & Central Asia,2017,1.0,0.00482,,,0.0,0.0,0,,1578,,72,,7.59e-07,,3.66e-09,,,0.0,0.0,0.001197828424,,5.47e-05,3.036320465,,4000000.0,,1.111111111,43.70208105,1.495450594,,0.0,0.0,0.0,1.492537313,0.0,0.2170909809,0.0,59.67626154,21.55539713,,29.67279209,7.60811818,,0.0,0.0,8.096462652,3.169817288,24.82818041,5.358903412,,0.02843846641,18.82334073
Estonia,Europe & Central Asia,2018,6.0,0.00589,,,0.0,1.0,0,,2710,,76,,4.54e-06,,4.46e-09,,,0.0,0.0,0.002049960022,,5.75e-05,13.23774922,,17500000.0,,5.504587156,46.17563739,1.582784761,,0.0,0.1937984496,0.0,1.327433628,0.0,0.1428200467,0.0,54.83667272,75.2706341,,32.93929639,9.242973308,,0.0,0.0,14.75730035,2.133278628,20.51894277,15.78232972,,0.06326584824,39.55449252
Estonia,Europe & Central Asia,2019,12.0,0.00724,,,0.0,1.0,0,,2249,,102,,9.04e-06,,5.46e-09,,,0.0,0.0,0.001694930582,,7.69e-05,1.255225345,7.54e-07,1665556.0,,14.45783133,49.5488105,1.423917627,,0.0,0.2024291498,0.0,0.8810572687,0.0,0.1446931654,0.0,30.26416163,54.22327974,,37.408136,9.917661903,,0.0,0.0,10.57720066,1.969027965,27.70388392,0.9960803906,39.07657354,0.0,44.71300678
Estonia,Europe & Central Asia,2020,11.0,0.00852,,27.426,0.0,1.0,0,,2048,,100,,8.27e-06,,6.41e-09,,2.06e-05,0.0,0.0,0.001540403243,,7.52e-05,1.203440033,0.0,1600000.0,,7.432432432,51.65945166,2.401667423,22.39901739,0.0,0.1652892562,0.0,1.408450704,0.006262434546,0.0817624347,0.0,2.906108504,100.0,,39.70979976,20.25825243,20.78674107,0.0,0.0,10.91556167,1.627169869,23.8089773,0.5279052499,0.0,0.0,32.04750473
Estonia,Europe & Central Asia,2021,14.0,0.01017,,37.9655,0.0,4.0,0,,1807,,106,,1.05e-05,3.16e-05,7.64e-09,,2.85e-05,0.0,0.0,0.001357695209,,7.96e-05,11.71591637,0.0,15593088.0,,5.204460967,54.80769231,2.249966904,18.20924857,0.0,0.2628120894,0.0,2.034883721,0.0,0.06726341388,0.0,7.627409783,70.73415867,36.36102353,43.26811512,4.49862039,18.53705758,0.0,0.0,9.994605539,1.550047285,20.75059001,2.957452785,0.0,0.005176665154,34.02364194
Estonia,Europe & Central Asia,2022,11.0,0.01101,,49.541,0.0,5.0,0,,837,,127,,8.16e-06,1.37e-05,8.16e-09,,3.67e-05,0.0,0.0,0.0006205331989,,9.42e-05,43.71412918,0.0,58963366.0,0.43955,5.140186916,53.95894428,1.815566498,17.71814017,0.0,0.6015037594,0.0,3.105590062,0.0,0.08083682279,0.0,1.900233986,50.60891475,13.74598336,42.90837152,2.959641386,18.04487645,0.0,0.0,7.543245869,1.292472851,26.70135455,11.02736638,0.0,0.07173719584,0.0
Estonia,Europe & Central Asia,2023,19.0,0.01149,,67.922,0.0,2.0,0,,1168,1.0,132,,1.39e-05,2.55e-05,8.39e-09,,4.96e-05,0.0,0.0,0.0008523768031,7.3e-07,9.63e-05,9.176375589,7.3e-07,12574259.0,0.36647,9.134615385,53.7414966,1.423321128,22.83414138,0.0,0.2114164905,0.0,3.125,0.1024466478,0.0,0.0,1.774252323,35.38158064,31.49261213,41.4698591,3.600512101,20.7023142,0.0,0.0,22.32129124,0.3773772193,23.0004514,4.270946611,7.197582597,0.01737621757,12.63505864
Estonia,Europe & Central Asia,2024,30.0,0.01165,,79.943,0.0,3.0,0,,220,,96,,2.19e-05,2.62e-05,8.49e-09,,5.83e-05,0.0,0.0,0.0001603514905,,7e-05,17.21340305,0.0,23616548.0,0.29181,9.554140127,53.45122647,1.005941516,21.97382505,0.0,0.2795899348,0.0,2.906976744,0.0,0.03952747724,0.0,1.720279743,81.13469239,32.00609685,39.80818323,5.90317702,20.15519425,0.0,0.0,15.66228097,0.5557868402,20.34844369,4.196376641,0.0,0.02165119825,2.906411031
Finland,Europe & Central Asia,2017,14.0,0.00652,1822570.0,,0.0,7.0,0,2.0,24418,4.0,512,,2.54e-06,,1.18e-09,0.3308822061,,0.0,0.0,0.004433015856,7.26e-07,9.3e-05,4.983567813,,27450558.0,0.89429,15.55555556,62.32201533,0.4268640406,,0.0,1.37254902,0.0,0.4975124378,2.384093794,0.05920663114,2.351180934,59.67626154,72.17480913,,9.587934216,12.80797541,,0.0,0.0,31.66570791,3.081947425,43.81792003,8.7956653,,0.1951629429,0.0
Finland,Europe & Central Asia,2018,30.0,0.00722,1250000.0,,0.0,3.0,0,1.0,14001,6.0,521,,5.44e-06,,1.31e-09,0.2266330041,,0.0,0.0,0.002538470952,1.09e-06,9.45e-05,2.389837051,,13181206.0,0.84437,27.52293578,58.73465534,0.06408187282,,0.0,0.5813953488,0.0,0.0,1.240218628,0.06491820306,1.842039904,54.83667272,90.20541749,,9.663891811,5.481873993,,0.0,0.0,18.41169646,3.299411948,35.03717763,2.820521185,,0.0427462987,0.0
Finland,Europe & Central Asia,2019,5.0,0.00811,1706730.0,,0.0,3.0,0,1.0,24482,11.0,677,,9.06e-07,,1.47e-09,0.3091002871,,0.0,0.0,0.004433854933,1.99e-06,0.0001226092554,43.77659344,1.81e-07,241717101.0,1.17629,6.024096386,56.68580804,0.006012536431,,0.0,0.6072874494,0.0,0.0,2.541190186,0.08511362669,1.852209767,30.26416163,5.429335342,,10.05380274,6.570735563,,0.0,0.0,28.74373633,3.809642993,45.58808105,36.62718621,9.390497488,0.7484805004,63.39729093
Finland,Europe & Central Asia,2020,12.0,0.00902,7095250.0,45.5555,0.0,5.0,0,2.0,21083,20.0,698,,2.17e-06,,1.63e-09,1.283153056,8.24e-06,0.0,0.0,0.003812792486,3.62e-06,0.0001262310466,30.32019608,3.62e-07,167656828.0,1.10223,8.108108108,55.26695527,0.6560532846,42.64243642,0.0,0.826446281,0.0,0.4694835681,2.298674773,0.08630479219,1.692373001,2.906108504,26.22979216,,10.09063473,27.16759972,8.293107757,0.0,0.0,28.22816542,4.309279834,41.37219167,16.29593726,9.792950856,0.3755648987,46.10432126
Finland,Europe & Central Asia,2021,12.0,0.00975,13395040.0,63.6445,0.0,11.0,0,3.0,23690,15.0,841,,2.17e-06,8.3e-06,1.76e-09,2.417433478,1.15e-05,0.0,0.0,0.004275388435,2.71e-06,0.0001517771918,10.20100534,3.61e-07,56523944.0,0.93594,4.460966543,52.11538462,1.160514019,35.98042879,0.0,1.182654402,0.0,1.162790698,3.081544109,0.03621876132,1.682653785,7.627409783,14.56293084,9.527945727,9.944428296,12.04813764,7.455095667,0.0,0.0,32.58561591,2.198189693,41.07819746,2.571974618,7.03012513,0.05230788697,30.32094087
Finland,Europe & Central Asia,2022,17.0,0.01033,320788310.0,87.2125,0.0,1.0,0,3.0,12538,40.0,841,,3.06e-06,3.42e-06,1.86e-09,57.7361753,1.57e-05,0.0,0.0,0.002256616414,7.2e-06,0.0001513650028,109.5666278,3.6e-07,608763798.0,0.70706,7.943925234,49.97067449,15.00283738,40.36570116,0.0,0.0,0.0,1.242236025,2.277872843,0.05820251241,1.400878983,1.900233986,18.98773555,3.396807767,9.754007024,100.0,7.704263463,0.0,0.0,29.09388685,5.042914588,43.91486207,27.67920859,6.148869315,0.9705445618,31.18268289
Finland,Europe & Central Asia,2023,16.0,0.01089,391388310.0,106.85,0.0,7.0,1,3.0,6910,54.0,836,,2.87e-06,6.45e-06,1.95e-09,70.09214688,1.91e-05,0.0,1.79e-07,0.001237483907,9.67e-06,0.0001497158533,10.05490775,1.07e-06,56145710.0,0.65317,7.692307692,50.34013605,10.43935918,43.43837995,0.0,0.7399577167,1.234567901,1.25,1.975849997,0.06175212928,1.19695321,1.774252323,7.311666018,7.916674145,9.624801709,100.0,7.984265375,0.0,26.49419018,32.74555771,5.050184215,36.58288547,4.679840507,10.59767607,0.07758708267,32.67195952
Finland,Europe & Central Asia,2024,41.0,0.01131,391388310.0,135.713,0.0,12.0,0,3.0,2053,36.0,676,,7.27e-06,6.74e-06,2.01e-09,69.42938657,2.41e-05,0.0,0.0,0.0003641869902,6.39e-06,0.0001199173918,9.003473879,8.87e-07,50754509.0,0.52672,13.05732484,51.51169424,6.001648196,45.52241169,0.0,1.118359739,0.0,1.162790698,2.416484299,0.03952747724,1.213693814,1.720279743,26.98698414,8.18406808,9.384307525,100.0,8.320433068,0.0,0.0,36.5436079,2.736046764,36.04951066,2.194915634,13.72941333,0.04653076041,16.43147077
France,Europe & Central Asia,2017,9.0,0.00555,30818432.0,,0.0,42.0,0,18.0,94516,101.0,2974,,1.34e-07,,8.29e-11,0.4605401056,,0.0,0.0,0.001412414773,1.51e-06,4.44e-05,4.543988376,,304074705.0,1.13871,10.0,51.69769989,10.14633607,,0.0,8.235294118,0.0,8.457711443,9.701090587,1.973554371,15.50710698,59.67626154,3.819159886,,0.6555353161,17.85821942,,0.0,0.0,9.659784219,6.523539194,19.76502132,8.019836867,,2.161854571,65.33372537
France,Europe & Central Asia,2018,57.0,0.006,43580345.0,,0.3333333333,56.0,1,18.0,69299,123.0,3284,,8.49e-07,,8.93e-11,0.6489192527,,4.96e-09,1.49e-08,0.001031874697,1.83e-06,4.89e-05,9.899601223,,664840864.0,1.04099,52.29357798,47.21435316,8.016424781,,25.0,10.85271318,2.702702703,7.522123894,7.314225333,1.584004155,13.27924497,54.83667272,14.07579959,,0.6413069434,15.94792756,,7.656398874,7.293243723,7.14132532,5.590850606,17.14559575,11.79368799,,3.138926073,47.50308038
France,Europe & Central Asia,2019,54.0,0.00656,68889020.0,,0.3333333333,58.0,2,18.0,85624,176.0,3395,7.57e-11,8.01e-07,,9.74e-11,1.022364395,,4.95e-09,2.97e-08,0.001270723969,2.61e-06,5.04e-05,11.12161482,2.52e-07,749397328.0,1.01071,65.06024096,43.9704676,11.03046576,,14.28571429,11.74089069,3.225806452,7.488986784,9.529606072,1.489488467,10.6075248,3.617699548,4.80497957,,0.6459711905,21.96007498,,3.816395212,8.484236381,7.763554279,5.004952961,17.34727257,9.263696957,13.08153313,2.33142699,44.0957732
France,Europe & Central Asia,2020,41.0,0.00695,89828330.0,21.642,1.0,32.0,2,18.0,61633,154.0,3412,9.76e-11,6.06e-07,,1.03e-10,1.328799631,3.2e-07,1.48e-08,2.96e-08,0.0009117157987,2.28e-06,5.05e-05,11.10526407,2.51e-07,750728178.0,0.98776,27.7027027,40.33189033,13.07884389,15.94059682,33.33333333,5.289256198,5.0,7.981220657,7.182169404,0.694980695,9.373142776,0.5878814504,7.330487755,,0.6139700091,28.13997111,0.3083899301,6.52805067,15.91534518,6.125793968,2.708824581,15.29092971,5.89018799,6.808758233,1.694276903,32.22513216
France,Europe & Central Asia,2021,29.0,0.00742,117033070.0,53.592,1.0,52.0,4,19.0,53542,354.0,3698,1.34e-10,4.27e-07,7.08e-07,1.09e-10,1.725062218,7.9e-07,1.47e-08,5.9e-08,0.0007892066854,5.22e-06,5.45e-05,26.27249828,3.98e-07,1782400135.0,0.95702,10.78066914,37.17948718,11.68751319,29.0235851,33.33333333,6.570302234,7.272727273,10.46511628,7.285275534,0.9132301961,8.223254962,1.249704813,2.874426363,0.7653139697,0.5947008018,8.586368568,0.4986400407,5.091097518,16.07706379,5.592933005,4.249362377,13.66741359,6.661462077,7.751441469,2.039626539,33.49124707
France,Europe & Central Asia,2022,10.0,0.00778,174854530.0,135.3595,1.0,50.0,0,24.0,32205,332.0,3675,1.54e-10,1.47e-07,6.17e-07,1.14e-10,2.568933982,1.99e-06,1.47e-08,0.0,0.0004731505605,4.88e-06,5.4e-05,26.99379407,5e-07,1837332998.0,1.17918,4.672897196,35.01466276,8.119409981,69.31098126,20.0,7.368421053,0.0,14.28571429,6.106513576,0.5302895575,6.961230576,0.4111624826,0.9117396276,0.5796819624,0.5761159884,4.436716886,0.964536212,5.109982958,0.0,5.601907986,3.405993136,14.61715794,6.799366103,8.532784204,2.978995233,86.21602089
France,Europe & Central Asia,2023,56.0,0.00799,173226000.0,201.072,1.666666667,58.0,4,23.0,17032,298.0,3832,1.58e-10,8.2e-07,5.56e-07,1.17e-10,2.536716573,2.94e-06,2.44e-08,5.86e-08,0.0002494161192,4.36e-06,5.61e-05,25.10218184,6e-07,1714164916.0,1.07884,26.92307692,33.90022676,4.579717226,93.30923295,38.46153846,6.131078224,4.938271605,13.75,5.278286205,0.3460449509,6.290805223,0.5034454792,2.092578441,0.6437319775,0.5524039116,3.600512101,1.217931929,4.879590898,8.665786749,6.000058071,2.276698976,12.76901091,11.68327053,5.921620945,2.36878392,62.42120124
